%
%
%

@RELATION UCI_German

@ATTRIBUTE A1	{A11,A12,A13,A14}
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	{A31,A32,A33,A34,A35}
@ATTRIBUTE A4	{A41,A42,A43,A44,A45,A46,A47,A48,A49,A410,A411}
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	{A61,A62,A63,A64,A65}
@ATTRIBUTE A7	{A71,A72,A73,A74,A75}
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	{A91,A92,A93,A94,A95}
@ATTRIBUTE A10	{A101,A102,A103}
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	{A121,A122,A123,A124}
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	{A141,A142,A143}
@ATTRIBUTE A15	{A151,A152,A153}
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	{A171,A172,A173,A174}
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	{A191,A192}
@ATTRIBUTE A20	{A201,A202}
@ATTRIBUTE class	{0,1}

@DATA
A14,7.0,A34,A44,846.0,A65,A75,3.0,A93,A101,4.0,A124,36.0,A143,A153,1.0,A173,1.0,A191,A201,0
A12,36.0,A33,A41,14318.0,A61,A75,4.0,A93,A101,2.0,A124,57.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,6.0,A35,A41,362.0,A62,A73,4.0,A92,A101,4.0,A123,52.0,A143,A152,2.0,A172,1.0,A191,A201,0
A11,20.0,A33,A43,2212.0,A65,A74,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,18.0,A33,A42,12976.0,A61,A71,3.0,A92,A101,4.0,A124,38.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,22.0,A33,A41,1283.0,A65,A74,4.0,A92,A101,4.0,A122,25.0,A143,A151,1.0,A173,1.0,A191,A201,0
A13,12.0,A33,A41,1330.0,A61,A72,4.0,A93,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,30.0,A34,A410,4272.0,A62,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,2.0,A172,1.0,A191,A201,0
A14,18.0,A35,A44,2238.0,A61,A73,2.0,A92,A101,1.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A33,A44,1126.0,A65,A72,4.0,A92,A101,2.0,A121,21.0,A143,A151,1.0,A173,1.0,A192,A201,0
A12,18.0,A35,A43,7374.0,A61,A71,4.0,A93,A101,4.0,A122,40.0,A142,A152,2.0,A174,1.0,A192,A201,0
A12,15.0,A35,A410,2326.0,A63,A73,2.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,A201,0
A14,9.0,A33,A410,1449.0,A61,A74,3.0,A92,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A33,A41,1820.0,A61,A73,2.0,A94,A101,2.0,A122,30.0,A143,A152,1.0,A174,1.0,A192,A201,0
A12,12.0,A33,A43,983.0,A64,A72,1.0,A92,A101,4.0,A121,19.0,A143,A151,1.0,A172,1.0,A191,A201,0
A11,36.0,A33,A41,3249.0,A61,A74,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,A174,2.0,A192,A201,0
A11,6.0,A35,A44,1957.0,A61,A74,1.0,A92,A101,4.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,9.0,A35,A43,2406.0,A61,A71,2.0,A93,A101,3.0,A123,31.0,A143,A152,1.0,A174,1.0,A191,A201,0
A12,39.0,A34,A47,11760.0,A62,A74,2.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1.0,A192,A201,0
A11,12.0,A33,A43,2578.0,A61,A71,3.0,A92,A101,4.0,A124,55.0,A143,A153,1.0,A174,1.0,A191,A201,0
A11,36.0,A35,A43,2348.0,A61,A73,3.0,A94,A101,2.0,A122,46.0,A143,A152,2.0,A173,1.0,A192,A201,0
A12,12.0,A33,A41,1223.0,A61,A75,1.0,A91,A101,1.0,A121,46.0,A143,A151,2.0,A173,1.0,A191,A201,1
A14,24.0,A35,A44,1516.0,A64,A73,4.0,A92,A101,1.0,A121,43.0,A143,A152,2.0,A172,1.0,A191,A201,0
A14,18.0,A33,A44,1473.0,A61,A72,3.0,A94,A101,4.0,A121,39.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,18.0,A35,A410,1887.0,A65,A73,4.0,A94,A101,4.0,A121,28.0,A141,A152,2.0,A173,1.0,A191,A201,0
A14,24.0,A34,A410,8648.0,A61,A72,2.0,A93,A101,2.0,A123,27.0,A141,A152,2.0,A173,1.0,A192,A201,1
A14,14.0,A34,A41,802.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,0
A12,18.0,A34,A41,2899.0,A65,A75,4.0,A93,A101,4.0,A123,43.0,A143,A152,1.0,A173,2.0,A191,A201,0
A12,24.0,A33,A44,2039.0,A61,A72,1.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A35,A42,2197.0,A65,A74,4.0,A93,A101,4.0,A123,43.0,A143,A152,2.0,A173,2.0,A192,A201,0
A11,15.0,A33,A44,1053.0,A61,A72,4.0,A94,A101,2.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A202,0
A14,24.0,A33,A44,3235.0,A63,A75,3.0,A91,A101,2.0,A123,26.0,A143,A152,1.0,A174,1.0,A192,A201,0
A13,12.0,A35,A41,939.0,A63,A74,4.0,A94,A101,2.0,A121,28.0,A143,A152,3.0,A173,1.0,A192,A201,1
A12,24.0,A33,A44,1967.0,A61,A75,4.0,A92,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,33.0,A35,A42,7253.0,A61,A74,3.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,0
A14,12.0,A35,A410,2292.0,A61,A71,4.0,A93,A101,2.0,A123,42.0,A142,A152,2.0,A174,1.0,A192,A201,1
A14,10.0,A33,A41,1597.0,A63,A73,3.0,A93,A101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202,0
A11,24.0,A33,A41,1381.0,A65,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A35,A42,5842.0,A61,A75,2.0,A93,A101,2.0,A122,35.0,A143,A152,2.0,A173,2.0,A192,A201,0
A11,12.0,A33,A41,2579.0,A61,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A172,2.0,A191,A201,1
A11,18.0,A34,A47,8471.0,A65,A73,1.0,A92,A101,2.0,A123,23.0,A143,A151,2.0,A173,1.0,A192,A201,0
A14,21.0,A33,A41,2782.0,A63,A74,1.0,A92,A101,2.0,A123,31.0,A141,A152,1.0,A174,1.0,A191,A201,0
A12,18.0,A33,A41,1042.0,A65,A73,4.0,A92,A101,2.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,15.0,A33,A41,3186.0,A64,A74,2.0,A92,A101,3.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,0
A12,12.0,A33,A42,2028.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,12.0,A35,A41,958.0,A61,A74,2.0,A93,A101,3.0,A121,47.0,A143,A152,2.0,A172,2.0,A191,A201,0
A14,21.0,A34,A43,1591.0,A62,A74,4.0,A93,A101,3.0,A121,34.0,A143,A152,2.0,A174,1.0,A191,A201,0
A12,12.0,A33,A43,2762.0,A65,A75,1.0,A92,A101,2.0,A122,25.0,A141,A152,1.0,A173,1.0,A192,A201,1
A12,18.0,A33,A42,2779.0,A61,A73,1.0,A94,A101,3.0,A123,21.0,A143,A151,1.0,A173,1.0,A192,A201,0
A14,28.0,A35,A44,2743.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A35,A44,1149.0,A64,A73,4.0,A93,A101,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,9.0,A33,A43,1313.0,A61,A75,1.0,A93,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,18.0,A35,A46,1190.0,A61,A71,2.0,A92,A101,4.0,A124,55.0,A143,A153,3.0,A171,2.0,A191,A201,1
A14,5.0,A33,A410,3448.0,A61,A74,1.0,A93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1.0,A191,A201,0
A12,24.0,A33,A411,11328.0,A61,A73,2.0,A93,A102,3.0,A123,29.0,A141,A152,2.0,A174,1.0,A192,A201,1
A11,6.0,A35,A43,1872.0,A61,A71,4.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1.0,A192,A201,0
A14,24.0,A35,A46,2058.0,A61,A73,4.0,A91,A101,2.0,A121,33.0,A143,A152,2.0,A173,1.0,A192,A201,0
A11,9.0,A33,A43,2136.0,A61,A73,3.0,A93,A101,2.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,12.0,A33,A44,1484.0,A65,A73,2.0,A94,A101,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,6.0,A33,A46,660.0,A63,A74,2.0,A94,A101,4.0,A121,23.0,A143,A151,1.0,A172,1.0,A191,A201,0
A14,24.0,A35,A41,1287.0,A64,A75,4.0,A92,A101,4.0,A121,37.0,A143,A152,2.0,A173,1.0,A192,A201,0
A11,42.0,A35,A46,3394.0,A61,A71,4.0,A93,A102,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,0
A13,12.0,A32,A410,609.0,A61,A72,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A171,1.0,A191,A201,1
A14,12.0,A33,A41,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,12.0,A33,A43,1620.0,A61,A73,2.0,A92,A102,3.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,20.0,A34,A411,2629.0,A61,A73,2.0,A93,A101,3.0,A123,29.0,A141,A152,2.0,A173,1.0,A192,A201,0
A14,12.0,A33,A47,719.0,A61,A75,4.0,A93,A101,4.0,A123,41.0,A141,A152,1.0,A172,2.0,A191,A201,1
A12,48.0,A35,A43,5096.0,A61,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,9.0,A35,A47,1244.0,A65,A75,4.0,A92,A101,4.0,A122,41.0,A143,A151,2.0,A172,1.0,A191,A201,0
A11,36.0,A33,A41,1842.0,A61,A72,4.0,A92,A101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,7.0,A33,A44,2576.0,A61,A73,2.0,A93,A103,2.0,A121,35.0,A143,A152,1.0,A173,1.0,A191,A201,0
A13,12.0,A33,A43,1424.0,A65,A75,3.0,A92,A101,4.0,A121,55.0,A143,A152,1.0,A174,1.0,A192,A201,0
A12,15.0,A34,A46,1512.0,A64,A73,3.0,A94,A101,3.0,A122,61.0,A142,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A35,A42,11054.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,0
A14,6.0,A33,A44,518.0,A61,A73,3.0,A92,A101,1.0,A121,29.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,12.0,A31,A43,2759.0,A61,A75,2.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,24.0,A33,A42,2670.0,A61,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,24.0,A33,A41,4817.0,A61,A74,2.0,A93,A102,3.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A33,A42,2679.0,A61,A72,4.0,A92,A101,1.0,A124,29.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,11.0,A35,A41,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,A201,0
A11,12.0,A33,A42,3386.0,A61,A75,3.0,A93,A101,4.0,A124,35.0,A143,A153,1.0,A173,1.0,A192,A201,1
A11,6.0,A33,A45,343.0,A61,A72,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,18.0,A33,A44,4594.0,A61,A72,3.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,A201,0
A11,36.0,A33,A43,3620.0,A61,A73,1.0,A93,A103,2.0,A122,37.0,A143,A152,1.0,A173,2.0,A191,A201,0
A11,15.0,A33,A41,1721.0,A61,A72,2.0,A93,A101,3.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,12.0,A33,A43,3017.0,A61,A72,3.0,A92,A101,1.0,A121,34.0,A143,A151,1.0,A174,1.0,A191,A201,0
A12,12.0,A33,A49,754.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,18.0,A33,A410,1950.0,A61,A74,4.0,A93,A101,1.0,A123,34.0,A142,A152,2.0,A173,1.0,A192,A201,0
A11,24.0,A33,A42,2924.0,A61,A73,3.0,A93,A103,4.0,A124,63.0,A141,A152,1.0,A173,2.0,A192,A201,0
A11,24.0,A34,A44,1659.0,A61,A72,4.0,A92,A101,2.0,A123,29.0,A143,A151,1.0,A172,1.0,A192,A201,1
A14,48.0,A34,A44,7238.0,A65,A75,3.0,A93,A101,3.0,A123,32.0,A141,A152,2.0,A173,2.0,A191,A201,0
A14,33.0,A34,A410,2764.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A192,A201,0
A14,24.0,A34,A42,4679.0,A61,A74,3.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A172,1.0,A192,A201,0
A12,24.0,A33,A44,3092.0,A62,A72,3.0,A94,A101,2.0,A123,22.0,A143,A151,1.0,A173,1.0,A192,A201,1
A11,6.0,A33,A47,448.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,9.0,A33,A41,654.0,A61,A73,4.0,A93,A101,3.0,A123,28.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,6.0,A33,A49,1238.0,A65,A71,4.0,A93,A101,4.0,A122,36.0,A143,A152,1.0,A174,2.0,A192,A201,0
A12,18.0,A35,A44,1245.0,A61,A73,4.0,A94,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,18.0,A31,A43,3114.0,A61,A72,1.0,A92,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,39.0,A33,A42,2569.0,A63,A73,4.0,A93,A101,4.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,0
A13,24.0,A33,A44,5152.0,A61,A74,4.0,A93,A101,2.0,A123,25.0,A141,A152,1.0,A173,1.0,A191,A201,0
A12,12.0,A33,A410,1037.0,A62,A74,3.0,A93,A101,4.0,A121,39.0,A143,A152,1.0,A172,1.0,A191,A201,0
A11,15.0,A35,A43,1478.0,A61,A75,4.0,A93,A101,4.0,A123,44.0,A143,A152,2.0,A173,2.0,A192,A201,0
A12,12.0,A35,A44,3573.0,A61,A73,1.0,A92,A101,1.0,A121,23.0,A143,A152,1.0,A172,1.0,A191,A201,0
A12,24.0,A33,A41,1201.0,A61,A72,4.0,A93,A101,1.0,A122,26.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,30.0,A33,A43,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,A201,0
A14,15.0,A34,A43,960.0,A64,A74,3.0,A92,A101,2.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,12.0,A35,A41,1163.0,A63,A73,4.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,6.0,A34,A41,1209.0,A61,A71,4.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,12.0,A33,A44,3077.0,A61,A73,2.0,A93,A101,4.0,A123,52.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,24.0,A33,A41,3757.0,A61,A75,4.0,A92,A102,4.0,A124,62.0,A143,A153,1.0,A173,1.0,A192,A201,0
A14,10.0,A33,A41,1418.0,A62,A73,3.0,A93,A101,2.0,A121,35.0,A143,A151,1.0,A172,1.0,A191,A202,0
A14,6.0,A33,A41,3518.0,A61,A73,2.0,A93,A103,3.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,A201,0
A14,12.0,A35,A44,1934.0,A61,A75,2.0,A93,A101,2.0,A124,26.0,A143,A152,2.0,A173,1.0,A191,A201,0
A12,27.0,A31,A410,8318.0,A61,A75,2.0,A92,A101,4.0,A124,42.0,A143,A153,2.0,A174,1.0,A192,A201,1
A14,6.0,A35,A44,1237.0,A62,A73,1.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,0
A12,6.0,A33,A44,368.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,12.0,A35,A41,2122.0,A61,A73,3.0,A93,A101,2.0,A121,39.0,A143,A151,2.0,A172,2.0,A191,A202,0
A11,24.0,A33,A43,2996.0,A65,A73,2.0,A94,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A33,A43,9034.0,A62,A72,4.0,A93,A102,1.0,A124,29.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,24.0,A35,A43,1585.0,A61,A74,4.0,A93,A101,3.0,A122,40.0,A143,A152,2.0,A173,1.0,A191,A201,0
A12,18.0,A33,A44,1301.0,A61,A75,4.0,A94,A103,2.0,A121,32.0,A143,A152,1.0,A172,1.0,A191,A201,0
A13,6.0,A35,A41,1323.0,A62,A75,2.0,A91,A101,4.0,A123,28.0,A143,A152,2.0,A173,2.0,A192,A201,0
A11,24.0,A33,A41,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,36.0,A33,A42,5493.0,A61,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,2.0,A191,A201,0
A13,9.0,A33,A44,1126.0,A62,A75,2.0,A91,A101,4.0,A121,49.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,24.0,A35,A44,1216.0,A62,A72,4.0,A93,A101,4.0,A124,38.0,A141,A152,2.0,A173,2.0,A191,A201,1
A11,24.0,A33,A41,1207.0,A61,A72,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,10.0,A33,A41,1309.0,A65,A73,4.0,A93,A103,4.0,A122,27.0,A143,A152,1.0,A172,1.0,A191,A201,1
A13,15.0,A35,A42,2360.0,A63,A73,2.0,A93,A101,2.0,A123,36.0,A143,A152,1.0,A173,1.0,A192,A201,0
A12,15.0,A32,A41,6850.0,A62,A71,1.0,A93,A101,2.0,A122,34.0,A143,A152,1.0,A174,2.0,A192,A201,1
A14,24.0,A33,A44,1413.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,39.0,A33,A42,8588.0,A62,A75,4.0,A93,A101,2.0,A123,45.0,A143,A152,1.0,A174,1.0,A192,A201,0
A11,12.0,A33,A41,759.0,A61,A74,4.0,A93,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A33,A42,4686.0,A61,A73,2.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,A201,0
A13,15.0,A33,A410,2687.0,A61,A74,2.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A192,A201,0
A12,12.0,A34,A44,585.0,A61,A73,4.0,A94,A102,4.0,A121,20.0,A143,A151,2.0,A173,1.0,A191,A201,0
A14,24.0,A33,A41,2255.0,A65,A72,4.0,A93,A101,1.0,A122,54.0,A143,A152,1.0,A173,1.0,A191,A201,0
A11,6.0,A35,A41,609.0,A61,A74,4.0,A92,A101,3.0,A122,37.0,A143,A152,2.0,A173,1.0,A191,A202,0
A11,6.0,A35,A41,1361.0,A61,A72,2.0,A93,A101,4.0,A121,40.0,A143,A152,1.0,A172,2.0,A191,A202,0
A14,36.0,A35,A43,7127.0,A61,A72,2.0,A92,A101,4.0,A122,23.0,A143,A151,2.0,A173,1.0,A192,A201,1
A11,6.0,A33,A41,1203.0,A62,A75,3.0,A93,A101,2.0,A122,43.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,6.0,A35,A44,700.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A143,A153,2.0,A173,1.0,A191,A201,0
A14,24.0,A35,A46,5507.0,A61,A75,3.0,A93,A101,4.0,A124,44.0,A143,A153,2.0,A173,1.0,A191,A201,0
A11,18.0,A33,A44,3190.0,A61,A73,2.0,A92,A101,2.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,48.0,A31,A43,7119.0,A61,A73,3.0,A93,A101,4.0,A124,53.0,A143,A153,2.0,A173,2.0,A191,A201,1
A14,24.0,A33,A42,3488.0,A62,A74,3.0,A92,A101,4.0,A123,23.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,18.0,A33,A44,1113.0,A61,A73,4.0,A92,A103,4.0,A121,26.0,A143,A152,1.0,A172,2.0,A191,A201,0
A12,26.0,A33,A42,7966.0,A61,A72,2.0,A93,A101,3.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,15.0,A35,A47,1532.0,A62,A73,4.0,A92,A101,3.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,0
A14,4.0,A35,A44,1503.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,2.0,A172,2.0,A191,A201,0
A11,36.0,A33,A44,2302.0,A61,A73,4.0,A91,A101,4.0,A123,31.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,6.0,A33,A41,662.0,A61,A72,3.0,A93,A101,4.0,A121,41.0,A143,A152,1.0,A172,2.0,A192,A201,0
A12,36.0,A33,A47,2273.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A143,A152,2.0,A173,2.0,A191,A201,0
A12,15.0,A33,A41,2631.0,A62,A73,2.0,A92,A101,4.0,A123,28.0,A143,A151,2.0,A173,1.0,A192,A201,1
A14,12.0,A34,A42,1503.0,A61,A73,4.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A173,1.0,A191,A201,0
A14,24.0,A33,A44,1311.0,A62,A74,4.0,A94,A101,3.0,A122,26.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,24.0,A33,A44,3105.0,A65,A72,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,0
A13,21.0,A35,A47,2319.0,A61,A72,2.0,A91,A101,1.0,A123,33.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,6.0,A33,A41,1374.0,A65,A71,4.0,A92,A101,3.0,A122,75.0,A143,A152,1.0,A174,1.0,A192,A201,0
A12,18.0,A35,A43,3612.0,A61,A75,3.0,A92,A101,4.0,A122,37.0,A143,A152,1.0,A173,1.0,A192,A201,0
A11,48.0,A33,A41,7763.0,A61,A75,4.0,A93,A101,4.0,A124,42.0,A141,A153,1.0,A174,1.0,A191,A201,1
A13,18.0,A33,A43,3049.0,A61,A72,1.0,A92,A101,1.0,A122,45.0,A142,A152,1.0,A172,1.0,A191,A201,0
A12,12.0,A33,A44,1534.0,A61,A72,1.0,A94,A101,1.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A41,2032.0,A61,A75,4.0,A93,A101,4.0,A124,60.0,A143,A153,2.0,A173,1.0,A192,A201,0
A11,30.0,A33,A43,6350.0,A65,A75,4.0,A93,A101,4.0,A122,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,18.0,A33,A43,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A172,2.0,A191,A201,1
A14,12.0,A35,A41,1255.0,A61,A75,4.0,A93,A101,4.0,A121,61.0,A143,A152,2.0,A172,1.0,A191,A201,0
A11,24.0,A34,A41,1333.0,A61,A71,4.0,A93,A101,2.0,A121,43.0,A143,A153,2.0,A173,2.0,A191,A201,1
A14,24.0,A35,A41,2022.0,A61,A73,4.0,A92,A101,4.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,0
A14,24.0,A33,A44,1552.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A141,A152,1.0,A173,2.0,A191,A201,0
A11,12.0,A32,A44,626.0,A61,A73,4.0,A92,A101,4.0,A121,24.0,A141,A152,1.0,A172,1.0,A191,A201,1
A14,48.0,A35,A42,8858.0,A65,A74,2.0,A93,A101,1.0,A124,35.0,A143,A153,2.0,A173,1.0,A192,A201,0
A14,12.0,A35,A46,996.0,A65,A74,4.0,A92,A101,4.0,A121,23.0,A143,A152,2.0,A173,1.0,A191,A201,0
A14,6.0,A32,A44,1750.0,A63,A75,2.0,A93,A101,4.0,A122,45.0,A141,A152,1.0,A172,2.0,A191,A201,0
A11,48.0,A33,A44,6999.0,A61,A74,1.0,A94,A103,1.0,A121,34.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,12.0,A35,A41,1995.0,A62,A72,4.0,A93,A101,1.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,9.0,A33,A47,1199.0,A61,A74,4.0,A92,A101,4.0,A122,67.0,A143,A152,2.0,A174,1.0,A192,A201,0
A12,12.0,A33,A44,1331.0,A61,A72,2.0,A93,A101,1.0,A123,22.0,A142,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A31,A41,2278.0,A62,A72,3.0,A92,A101,3.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,21.0,A31,A41,5003.0,A65,A73,1.0,A92,A101,4.0,A122,29.0,A141,A152,2.0,A173,1.0,A192,A201,1
A11,24.0,A32,A43,3552.0,A61,A74,3.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A35,A43,1928.0,A61,A72,2.0,A93,A101,2.0,A121,31.0,A143,A152,2.0,A172,1.0,A191,A201,1
A11,24.0,A33,A42,2964.0,A65,A75,4.0,A93,A101,4.0,A124,49.0,A141,A153,1.0,A173,2.0,A192,A201,0
A11,24.0,A32,A44,1546.0,A61,A74,4.0,A93,A103,4.0,A123,24.0,A141,A151,1.0,A172,1.0,A191,A201,1
A13,6.0,A34,A44,683.0,A61,A72,2.0,A92,A101,1.0,A122,29.0,A141,A152,1.0,A173,1.0,A191,A201,0
A12,36.0,A33,A41,12389.0,A65,A73,1.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1.0,A192,A201,1
A12,24.0,A34,A410,4712.0,A65,A73,4.0,A93,A101,2.0,A122,37.0,A141,A152,2.0,A174,1.0,A192,A201,0
A12,24.0,A34,A44,1553.0,A62,A74,3.0,A92,A101,2.0,A122,23.0,A143,A151,2.0,A173,1.0,A192,A201,0
A11,12.0,A33,A41,1372.0,A61,A74,2.0,A91,A101,3.0,A123,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A35,A44,2578.0,A64,A75,2.0,A93,A101,2.0,A123,34.0,A143,A152,1.0,A173,1.0,A191,A201,0
A12,48.0,A33,A44,3979.0,A65,A74,4.0,A93,A101,1.0,A123,41.0,A143,A152,2.0,A173,2.0,A192,A201,0
